date,forecast_5d_precip_mm,source,fetched_at_utc
20190705,32.987,reforecast,2026-08-04T19:47:10.380125+00:00
20190706,19.248,reforecast,2026-08-04T19:47:13.026266+00:00
20190708,18.300,reforecast,2026-08-04T19:47:15.621179+00:00
20190710,20.070,reforecast,2026-08-04T19:47:18.750861+00:00
20190711,16.357,reforecast,2026-08-04T19:47:21.272566+00:00
20190712,31.866,reforecast,2026-08-04T19:47:24.327240+00:00
20190713,34.094,reforecast,2026-08-04T19:47:26.848634+00:00
20190715,182.801,reforecast,2026-08-04T19:47:29.405160+00:00
20190716,426.058,reforecast,2026-08-04T19:47:31.914120+00:00
20190717,394.486,reforecast,2026-08-04T19:47:34.873560+00:00
20190718,556.382,reforecast,2026-08-04T19:47:37.483863+00:00
20190719,291.692,reforecast,2026-08-04T19:47:40.817945+00:00
20190720,150.584,reforecast,2026-08-04T19:47:44.095004+00:00
20190722,62.553,reforecast,2026-08-04T19:47:46.986195+00:00
20190724,37.028,reforecast,2026-08-04T19:47:49.961843+00:00
20190725,44.899,reforecast,2026-08-04T19:47:52.617664+00:00
20190726,18.046,reforecast,2026-08-04T19:47:55.742845+00:00
20190727,14.721,reforecast,2026-08-04T19:47:58.949449+00:00
20190729,12.544,reforecast,2026-08-04T19:48:01.635487+00:00
20190730,10.617,reforecast,2026-08-04T19:48:04.636603+00:00
20190731,19.664,reforecast,2026-08-04T19:48:07.092561+00:00
20190801,42.782,reforecast,2026-08-04T19:48:11.508018+00:00
20190802,77.027,reforecast,2026-08-04T19:48:15.715050+00:00
20190803,96.252,reforecast,2026-08-04T19:48:19.321218+00:00
20190805,165.419,reforecast,2026-08-04T19:48:22.149531+00:00
20190806,254.106,reforecast,2026-08-04T19:48:24.813163+00:00
20190807,163.056,reforecast,2026-08-04T19:48:27.297519+00:00
20190808,159.550,reforecast,2026-08-04T19:48:30.997257+00:00
20190809,116.777,reforecast,2026-08-04T19:48:33.691176+00:00
20190810,214.974,reforecast,2026-08-04T19:48:36.995996+00:00
20190813,125.424,reforecast,2026-08-04T19:48:39.824848+00:00
20190814,160.648,reforecast,2026-08-04T19:48:42.420683+00:00
20190816,99.270,reforecast,2026-08-04T19:48:45.155512+00:00
20190817,78.120,reforecast,2026-08-04T19:48:47.712362+00:00
20190819,141.442,reforecast,2026-08-04T19:48:50.226670+00:00
20190820,82.492,reforecast,2026-08-04T19:48:53.275209+00:00
20190821,139.660,reforecast,2026-08-04T19:48:55.975733+00:00
20190822,88.159,reforecast,2026-08-04T19:48:59.284290+00:00
20190823,48.172,reforecast,2026-08-04T19:49:01.986898+00:00
20190824,77.513,reforecast,2026-08-04T19:49:04.680314+00:00
20190826,76.770,reforecast,2026-08-04T19:49:07.313172+00:00
20190827,71.894,reforecast,2026-08-04T19:49:09.828088+00:00
20190828,56.228,reforecast,2026-08-04T19:49:12.444832+00:00
20190829,79.618,reforecast,2026-08-04T19:49:15.380660+00:00
20190830,63.478,reforecast,2026-08-04T19:49:17.885536+00:00
20190831,61.660,reforecast,2026-08-04T19:49:20.311182+00:00
20190902,51.820,reforecast,2026-08-04T19:49:22.878664+00:00
20190903,71.397,reforecast,2026-08-04T19:49:25.321978+00:00
20190904,86.078,reforecast,2026-08-04T19:49:28.019382+00:00
20190905,90.347,reforecast,2026-08-04T19:49:30.596716+00:00
20190906,49.359,reforecast,2026-08-04T19:49:33.020013+00:00
20190907,52.504,reforecast,2026-08-04T19:49:35.910570+00:00
20190909,41.998,reforecast,2026-08-04T19:49:38.361057+00:00
20190910,56.574,reforecast,2026-08-04T19:49:41.233373+00:00
20190912,39.601,reforecast,2026-08-04T19:49:43.892241+00:00
20190913,54.478,reforecast,2026-08-04T19:49:46.392863+00:00
20190914,43.270,reforecast,2026-08-04T19:49:49.138493+00:00
20190916,70.332,reforecast,2026-08-04T19:49:51.607893+00:00
20190917,45.644,reforecast,2026-08-04T19:49:54.574251+00:00
20190918,63.640,reforecast,2026-08-04T19:49:57.204007+00:00
20190919,42.432,reforecast,2026-08-04T19:50:00.061330+00:00
20190920,28.456,reforecast,2026-08-04T19:50:03.439571+00:00
20190921,83.604,reforecast,2026-08-04T19:50:06.874320+00:00
20190923,115.349,reforecast,2026-08-04T19:50:09.982807+00:00
20190924,99.373,reforecast,2026-08-04T19:50:12.642768+00:00
20190925,59.887,reforecast,2026-08-04T19:50:15.630991+00:00
20190926,73.864,reforecast,2026-08-04T19:50:18.226742+00:00
20190927,71.447,reforecast,2026-08-04T19:50:21.133431+00:00
20190928,58.679,reforecast,2026-08-04T19:50:23.656141+00:00
20190930,80.193,reforecast,2026-08-04T19:50:27.061229+00:00
20191001,66.559,reforecast,2026-08-04T19:50:29.965720+00:00
20191003,73.684,reforecast,2026-08-04T19:50:32.856857+00:00
20191004,71.353,reforecast,2026-08-04T19:50:35.521621+00:00
20191005,120.021,reforecast,2026-08-04T19:50:39.106404+00:00
20191007,80.331,reforecast,2026-08-04T19:50:41.699390+00:00
20191009,130.832,reforecast,2026-08-04T19:50:44.267955+00:00
20191010,141.578,reforecast,2026-08-04T19:50:47.014616+00:00
20191011,127.507,reforecast,2026-08-04T19:50:49.935786+00:00
20191012,139.427,reforecast,2026-08-04T19:50:52.545209+00:00
20191014,145.467,reforecast,2026-08-04T19:50:55.287375+00:00
20191015,221.897,reforecast,2026-08-04T19:50:57.888193+00:00
20191016,251.610,reforecast,2026-08-04T19:51:00.451413+00:00
20191017,153.877,reforecast,2026-08-04T19:51:03.633154+00:00
20191018,150.027,reforecast,2026-08-04T19:51:06.204450+00:00
20191019,173.186,reforecast,2026-08-04T19:51:09.187157+00:00
20191021,269.059,reforecast,2026-08-04T19:51:11.913216+00:00
20191022,92.750,reforecast,2026-08-04T19:51:16.830818+00:00
20191023,50.499,reforecast,2026-08-04T19:51:26.576218+00:00
20191024,57.441,reforecast,2026-08-04T19:51:31.643314+00:00
20191025,60.591,reforecast,2026-08-04T19:51:35.689286+00:00
20191026,68.311,reforecast,2026-08-04T19:51:38.632581+00:00
20191028,68.599,reforecast,2026-08-04T19:51:44.455229+00:00
20191029,82.808,reforecast,2026-08-04T19:51:51.210042+00:00
20191030,69.107,reforecast,2026-08-04T19:51:57.216311+00:00
20191031,58.861,reforecast,2026-08-04T19:52:03.554091+00:00
20191101,69.918,reforecast,2026-08-04T19:52:10.314065+00:00
20191102,75.976,reforecast,2026-08-04T19:52:16.479333+00:00
20191104,97.371,reforecast,2026-08-04T19:52:23.323120+00:00
20191105,84.161,reforecast,2026-08-04T19:52:30.816946+00:00
20191106,153.048,reforecast,2026-08-04T19:52:38.831720+00:00
20191107,95.031,reforecast,2026-08-04T19:52:50.523044+00:00
20191108,146.594,reforecast,2026-08-04T19:53:00.489502+00:00
20191109,131.694,reforecast,2026-08-04T19:53:11.936200+00:00
20191111,40.404,reforecast,2026-08-04T19:53:20.143801+00:00
20191112,30.877,reforecast,2026-08-04T19:53:28.452220+00:00
20191113,17.658,reforecast,2026-08-04T19:53:35.021745+00:00
20191114,37.204,reforecast,2026-08-04T19:53:41.508513+00:00
20191115,41.414,reforecast,2026-08-04T19:53:52.070359+00:00
20191116,41.168,reforecast,2026-08-04T19:54:00.419237+00:00
20191118,15.942,reforecast,2026-08-04T19:54:06.686284+00:00
20191119,22.114,reforecast,2026-08-04T19:54:12.571469+00:00
20191120,43.604,reforecast,2026-08-04T19:54:19.512294+00:00
20191121,9.083,reforecast,2026-08-04T19:54:25.558747+00:00
20191122,32.588,reforecast,2026-08-04T19:54:32.088863+00:00
20191123,8.324,reforecast,2026-08-04T19:54:38.281040+00:00
20191125,16.451,reforecast,2026-08-04T19:54:44.219931+00:00
20191126,25.620,reforecast,2026-08-04T19:54:50.518933+00:00
20191127,46.094,reforecast,2026-08-04T19:54:54.158813+00:00
20191128,88.510,reforecast,2026-08-04T19:55:00.202247+00:00
20191129,261.196,reforecast,2026-08-04T19:55:06.214311+00:00
20191130,51.212,reforecast,2026-08-04T19:55:11.840190+00:00
20191202,97.790,reforecast,2026-08-04T19:55:17.345201+00:00
20191203,20.190,reforecast,2026-08-04T19:55:23.077148+00:00
20191204,3.836,reforecast,2026-08-04T19:55:28.250824+00:00
20191205,8.871,reforecast,2026-08-04T19:55:34.050738+00:00
20191206,9.609,reforecast,2026-08-04T19:55:40.183837+00:00
20191207,14.949,reforecast,2026-08-04T19:55:45.935011+00:00
20191209,4.644,reforecast,2026-08-04T19:55:51.853588+00:00
20191210,11.791,reforecast,2026-08-04T19:55:57.863295+00:00
20191211,31.573,reforecast,2026-08-04T19:56:04.008258+00:00
20191212,27.650,reforecast,2026-08-04T19:56:09.933677+00:00
20191213,31.829,reforecast,2026-08-04T19:56:16.446070+00:00
20191214,18.769,reforecast,2026-08-04T19:56:22.066640+00:00
20191216,7.298,reforecast,2026-08-04T19:56:28.239080+00:00
20191217,10.707,reforecast,2026-08-04T19:56:34.171054+00:00
20191218,28.038,reforecast,2026-08-04T19:56:40.117150+00:00
20191219,25.194,reforecast,2026-08-04T19:56:45.798937+00:00
20191220,50.012,reforecast,2026-08-04T19:56:51.370471+00:00
20191221,18.449,reforecast,2026-08-04T19:56:56.983815+00:00
20191223,49.594,reforecast,2026-08-04T19:57:02.493542+00:00
20191224,49.162,reforecast,2026-08-04T19:57:08.612094+00:00
20191226,14.218,reforecast,2026-08-04T19:57:14.008139+00:00
20191227,3.528,reforecast,2026-08-04T19:57:19.455922+00:00
20191228,3.910,reforecast,2026-08-04T19:57:22.054872+00:00
20191230,6.417,reforecast,2026-08-04T19:57:24.933542+00:00
20191231,17.860,reforecast,2026-08-04T19:57:28.058019+00:00
