date,forecast_5d_precip_mm,source,fetched_at_utc
20141107,40.032,reforecast,2026-08-04T18:53:52.911769+00:00
20150114,0.389,reforecast,2026-08-04T18:53:55.332846+00:00
20150501,41.963,reforecast,2026-08-04T18:53:57.965118+00:00
20150502,55.847,reforecast,2026-08-04T18:54:00.386398+00:00
20150504,92.246,reforecast,2026-08-04T18:54:02.901506+00:00
20150505,71.044,reforecast,2026-08-04T18:54:05.180803+00:00
20150506,72.606,reforecast,2026-08-04T18:54:07.973127+00:00
20150507,68.163,reforecast,2026-08-04T18:54:10.293617+00:00
20150508,115.161,reforecast,2026-08-04T18:54:12.694739+00:00
20150509,160.071,reforecast,2026-08-04T18:54:15.172823+00:00
20150511,98.882,reforecast,2026-08-04T18:54:17.600422+00:00
20150512,111.272,reforecast,2026-08-04T18:54:20.006331+00:00
20150513,89.891,reforecast,2026-08-04T18:54:22.360524+00:00
20150514,116.964,reforecast,2026-08-04T18:54:24.693584+00:00
20150515,120.894,reforecast,2026-08-04T18:54:27.083071+00:00
20150516,52.922,reforecast,2026-08-04T18:54:29.404188+00:00
20150518,40.590,reforecast,2026-08-04T18:54:31.696227+00:00
20150519,26.706,reforecast,2026-08-04T18:54:34.125095+00:00
20150520,16.702,reforecast,2026-08-04T18:54:36.456578+00:00
20150521,19.446,reforecast,2026-08-04T18:54:38.805927+00:00
20150522,12.093,reforecast,2026-08-04T18:54:41.209105+00:00
20150523,17.234,reforecast,2026-08-04T18:54:43.876094+00:00
20150525,33.880,reforecast,2026-08-04T18:54:46.790900+00:00
20150526,41.948,reforecast,2026-08-04T18:54:49.704364+00:00
20150527,36.807,reforecast,2026-08-04T18:54:52.313344+00:00
20150528,69.662,reforecast,2026-08-04T18:54:54.933474+00:00
20150529,54.079,reforecast,2026-08-04T18:54:57.428253+00:00
20150530,61.323,reforecast,2026-08-04T18:55:00.294956+00:00
20150601,83.780,reforecast,2026-08-04T18:55:02.762633+00:00
20150602,45.287,reforecast,2026-08-04T18:55:05.380354+00:00
20150603,85.284,reforecast,2026-08-04T18:55:08.120848+00:00
20150604,46.867,reforecast,2026-08-04T18:55:10.567474+00:00
20150605,25.901,reforecast,2026-08-04T18:55:13.500557+00:00
20150606,14.740,reforecast,2026-08-04T18:55:16.334886+00:00
20150608,23.799,reforecast,2026-08-04T18:55:19.246585+00:00
20150609,32.501,reforecast,2026-08-04T18:55:22.065428+00:00
20150610,58.358,reforecast,2026-08-04T18:55:25.059370+00:00
20150611,58.533,reforecast,2026-08-04T18:55:27.595030+00:00
20150612,49.522,reforecast,2026-08-04T18:55:30.083626+00:00
20150613,18.058,reforecast,2026-08-04T18:55:32.894142+00:00
20150615,46.108,reforecast,2026-08-04T18:55:35.583338+00:00
20150616,71.108,reforecast,2026-08-04T18:55:38.529755+00:00
20150617,108.992,reforecast,2026-08-04T18:55:41.089457+00:00
20150618,97.047,reforecast,2026-08-04T18:55:43.732896+00:00
20150619,96.211,reforecast,2026-08-04T18:55:46.288273+00:00
20150620,79.770,reforecast,2026-08-04T18:55:49.011502+00:00
20150622,121.972,reforecast,2026-08-04T18:55:51.448439+00:00
20150623,98.983,reforecast,2026-08-04T18:55:54.056029+00:00
20150624,126.037,reforecast,2026-08-04T18:55:56.439053+00:00
20150625,112.247,reforecast,2026-08-04T18:55:58.809775+00:00
20150626,130.281,reforecast,2026-08-04T18:56:01.227724+00:00
20150627,57.201,reforecast,2026-08-04T18:56:04.076510+00:00
20150629,29.872,reforecast,2026-08-04T18:56:06.612668+00:00
20150630,35.419,reforecast,2026-08-04T18:56:09.031154+00:00
20150701,34.064,reforecast,2026-08-04T18:56:11.522589+00:00
20150702,37.452,reforecast,2026-08-04T18:56:13.880161+00:00
20150703,22.656,reforecast,2026-08-04T18:56:16.300255+00:00
20150704,19.618,reforecast,2026-08-04T18:56:18.727340+00:00
20150706,54.039,reforecast,2026-08-04T18:56:21.122079+00:00
20150707,95.759,reforecast,2026-08-04T18:56:23.816806+00:00
20150708,82.297,reforecast,2026-08-04T18:56:26.297569+00:00
20150709,59.500,reforecast,2026-08-04T18:56:28.642274+00:00
20150710,54.344,reforecast,2026-08-04T18:56:31.094793+00:00
20150711,41.619,reforecast,2026-08-04T18:56:33.496725+00:00
20150713,112.112,reforecast,2026-08-04T18:56:36.000819+00:00
20150714,173.966,reforecast,2026-08-04T18:56:38.418944+00:00
20150715,122.428,reforecast,2026-08-04T18:56:40.872185+00:00
20150716,123.309,reforecast,2026-08-04T18:56:43.394662+00:00
20150717,99.844,reforecast,2026-08-04T18:56:45.839485+00:00
20150720,164.962,reforecast,2026-08-04T18:56:48.306087+00:00
20150721,147.138,reforecast,2026-08-04T18:56:50.933052+00:00
20150722,86.543,reforecast,2026-08-04T18:56:53.445904+00:00
20150723,43.647,reforecast,2026-08-04T18:56:55.975061+00:00
20150724,22.333,reforecast,2026-08-04T18:56:58.441124+00:00
20150725,17.533,reforecast,2026-08-04T18:57:01.118762+00:00
20150727,7.920,reforecast,2026-08-04T18:57:03.549856+00:00
20150728,7.006,reforecast,2026-08-04T18:57:05.900380+00:00
20150729,8.132,reforecast,2026-08-04T18:57:08.225126+00:00
20150730,21.488,reforecast,2026-08-04T18:57:10.715078+00:00
20150731,26.942,reforecast,2026-08-04T18:57:13.054677+00:00
20150801,25.738,reforecast,2026-08-04T18:57:16.076054+00:00
20150803,25.542,reforecast,2026-08-04T18:57:18.420502+00:00
20150804,12.548,reforecast,2026-08-04T18:57:21.052013+00:00
20150805,17.052,reforecast,2026-08-04T18:57:23.595987+00:00
20150806,15.730,reforecast,2026-08-04T18:57:26.380555+00:00
20150807,22.129,reforecast,2026-08-04T18:57:28.752625+00:00
20150808,40.914,reforecast,2026-08-04T18:57:31.191897+00:00
20150810,51.140,reforecast,2026-08-04T18:57:33.535005+00:00
20150811,29.791,reforecast,2026-08-04T18:57:35.917754+00:00
20150812,29.789,reforecast,2026-08-04T18:57:38.251311+00:00
20150813,37.348,reforecast,2026-08-04T18:57:40.650579+00:00
20150814,72.973,reforecast,2026-08-04T18:57:43.288059+00:00
20150817,133.562,reforecast,2026-08-04T18:57:45.678705+00:00
20150818,72.308,reforecast,2026-08-04T18:57:48.260346+00:00
20150819,51.240,reforecast,2026-08-04T18:57:50.635641+00:00
20150820,37.737,reforecast,2026-08-04T18:57:53.005058+00:00
20150821,25.627,reforecast,2026-08-04T18:57:55.574854+00:00
20150822,32.571,reforecast,2026-08-04T18:57:58.086935+00:00
20150824,22.400,reforecast,2026-08-04T18:58:00.502951+00:00
20150825,17.388,reforecast,2026-08-04T18:58:02.789010+00:00
20150826,12.411,reforecast,2026-08-04T18:58:05.312220+00:00
20150829,27.248,reforecast,2026-08-04T18:58:07.705694+00:00
20150831,37.183,reforecast,2026-08-04T18:58:10.100345+00:00
20151001,19.883,reforecast,2026-08-04T18:58:12.608919+00:00
20151003,37.581,reforecast,2026-08-04T18:58:14.934133+00:00
20151005,49.029,reforecast,2026-08-04T18:58:17.185514+00:00
20151006,37.428,reforecast,2026-08-04T18:58:19.635504+00:00
20151007,46.649,reforecast,2026-08-04T18:58:22.278835+00:00
20151008,46.107,reforecast,2026-08-04T18:58:24.665412+00:00
20151009,77.811,reforecast,2026-08-04T18:58:27.143640+00:00
20151010,86.528,reforecast,2026-08-04T18:58:29.608082+00:00
20151012,106.402,reforecast,2026-08-04T18:58:32.040320+00:00
20151013,71.162,reforecast,2026-08-04T18:58:34.408912+00:00
20151014,51.011,reforecast,2026-08-04T18:58:36.707060+00:00
20151015,61.533,reforecast,2026-08-04T18:58:39.018275+00:00
20151016,76.526,reforecast,2026-08-04T18:58:41.384870+00:00
20151017,113.678,reforecast,2026-08-04T18:58:44.190846+00:00
20151019,46.808,reforecast,2026-08-04T18:58:46.540104+00:00
20151020,21.842,reforecast,2026-08-04T18:58:48.952474+00:00
20151022,56.666,reforecast,2026-08-04T18:58:51.487813+00:00
20151023,40.564,reforecast,2026-08-04T18:58:53.903115+00:00
20151024,39.946,reforecast,2026-08-04T18:58:56.463093+00:00
20151026,75.402,reforecast,2026-08-04T18:58:59.033012+00:00
20151027,123.531,reforecast,2026-08-04T18:59:01.477024+00:00
20151028,74.056,reforecast,2026-08-04T18:59:04.028517+00:00
20151029,73.512,reforecast,2026-08-04T18:59:06.794092+00:00
20151030,94.029,reforecast,2026-08-04T18:59:09.356172+00:00
20151031,172.959,reforecast,2026-08-04T18:59:11.909971+00:00
20151102,176.672,reforecast,2026-08-04T18:59:14.355378+00:00
20151103,306.600,reforecast,2026-08-04T18:59:16.877044+00:00
20151104,197.229,reforecast,2026-08-04T18:59:19.306733+00:00
20151105,86.120,reforecast,2026-08-04T18:59:21.957120+00:00
20151106,91.396,reforecast,2026-08-04T18:59:24.526819+00:00
20151107,52.077,reforecast,2026-08-04T18:59:27.496537+00:00
20151111,62.341,reforecast,2026-08-04T18:59:29.951944+00:00
20151112,119.804,reforecast,2026-08-04T18:59:32.711329+00:00
20151113,111.130,reforecast,2026-08-04T18:59:35.262337+00:00
20151114,96.122,reforecast,2026-08-04T18:59:37.704909+00:00
20151116,91.884,reforecast,2026-08-04T18:59:40.178412+00:00
20151118,75.452,reforecast,2026-08-04T18:59:42.841800+00:00
20151119,113.536,reforecast,2026-08-04T18:59:45.285208+00:00
20151120,96.593,reforecast,2026-08-04T18:59:48.035351+00:00
20151121,56.089,reforecast,2026-08-04T18:59:50.543298+00:00
20151123,19.864,reforecast,2026-08-04T18:59:53.005653+00:00
20151124,30.538,reforecast,2026-08-04T18:59:55.492589+00:00
20151125,20.136,reforecast,2026-08-04T18:59:58.018913+00:00
20151126,40.522,reforecast,2026-08-04T19:00:00.535223+00:00
20151127,68.862,reforecast,2026-08-04T19:00:03.025607+00:00
20151128,67.824,reforecast,2026-08-04T19:00:05.645296+00:00
20151130,112.633,reforecast,2026-08-04T19:00:08.046839+00:00
20151201,155.946,reforecast,2026-08-04T19:00:10.562064+00:00
20151202,105.062,reforecast,2026-08-04T19:00:13.053607+00:00
20151203,86.049,reforecast,2026-08-04T19:00:15.597236+00:00
20151204,193.390,reforecast,2026-08-04T19:00:17.960079+00:00
20151205,131.060,reforecast,2026-08-04T19:00:20.385289+00:00
20151207,99.024,reforecast,2026-08-04T19:00:23.212764+00:00
20151208,67.783,reforecast,2026-08-04T19:00:25.676674+00:00
20151209,57.112,reforecast,2026-08-04T19:00:28.253780+00:00
20151210,15.201,reforecast,2026-08-04T19:00:30.663693+00:00
20151211,100.739,reforecast,2026-08-04T19:00:34.296527+00:00
20151212,116.762,reforecast,2026-08-04T19:00:36.699552+00:00
20151214,136.829,reforecast,2026-08-04T19:00:39.161806+00:00
20151215,93.149,reforecast,2026-08-04T19:00:41.603277+00:00
20151216,14.983,reforecast,2026-08-04T19:00:44.578136+00:00
20151217,13.270,reforecast,2026-08-04T19:00:47.269400+00:00
20151218,42.811,reforecast,2026-08-04T19:00:49.797196+00:00
20151219,26.938,reforecast,2026-08-04T19:00:52.135469+00:00
20151221,1.784,reforecast,2026-08-04T19:00:54.530716+00:00
20151222,0.382,reforecast,2026-08-04T19:00:57.115743+00:00
20151223,0.814,reforecast,2026-08-04T19:00:59.485963+00:00
20151224,0.592,reforecast,2026-08-04T19:01:01.891166+00:00
20151226,1.606,reforecast,2026-08-04T19:01:04.268006+00:00
20151228,0.856,reforecast,2026-08-04T19:01:06.583064+00:00
20151229,1.852,reforecast,2026-08-04T19:01:08.896111+00:00
20151230,0.121,reforecast,2026-08-04T19:01:11.291660+00:00
20151231,0.000,reforecast,2026-08-04T19:01:13.649877+00:00
20160101,0.000,reforecast,2026-08-04T19:01:15.968116+00:00
20160102,0.027,reforecast,2026-08-04T19:01:18.512097+00:00
20160104,0.056,reforecast,2026-08-04T19:01:20.798916+00:00
20160105,0.257,reforecast,2026-08-04T19:01:23.291558+00:00
20160106,0.501,reforecast,2026-08-04T19:01:25.700488+00:00
20160107,0.011,reforecast,2026-08-04T19:01:28.300980+00:00
20160108,0.039,reforecast,2026-08-04T19:01:30.904284+00:00
20160109,0.073,reforecast,2026-08-04T19:01:33.244293+00:00
20160111,0.401,reforecast,2026-08-04T19:01:35.769469+00:00
20160112,1.708,reforecast,2026-08-04T19:01:38.923915+00:00
20160113,0.321,reforecast,2026-08-04T19:01:41.937839+00:00
20160114,0.948,reforecast,2026-08-04T19:01:49.665268+00:00
20160118,11.790,reforecast,2026-08-04T19:01:52.145677+00:00
20160119,21.380,reforecast,2026-08-04T19:01:54.534839+00:00
20160120,14.806,reforecast,2026-08-04T19:01:56.804749+00:00
20160121,7.649,reforecast,2026-08-04T19:01:59.197643+00:00
20160122,2.460,reforecast,2026-08-04T19:02:02.069711+00:00
20160123,0.589,reforecast,2026-08-04T19:02:04.298177+00:00
20160125,5.674,reforecast,2026-08-04T19:02:07.257085+00:00
20160127,3.876,reforecast,2026-08-04T19:02:09.706289+00:00
20160128,0.683,reforecast,2026-08-04T19:02:12.253078+00:00
20160129,0.056,reforecast,2026-08-04T19:02:14.745600+00:00
20160130,0.000,reforecast,2026-08-04T19:02:17.185683+00:00
20160201,0.000,reforecast,2026-08-04T19:02:19.538940+00:00
20160202,0.000,reforecast,2026-08-04T19:02:22.212919+00:00
20160203,0.001,reforecast,2026-08-04T19:02:24.916843+00:00
20160204,4.022,reforecast,2026-08-04T19:02:27.336547+00:00
20160205,3.094,reforecast,2026-08-04T19:02:29.726471+00:00
20160206,10.830,reforecast,2026-08-04T19:02:32.075813+00:00
20160208,17.833,reforecast,2026-08-04T19:02:34.462069+00:00
20160209,22.510,reforecast,2026-08-04T19:02:37.107326+00:00
20160210,21.749,reforecast,2026-08-04T19:02:39.780110+00:00
20160211,8.843,reforecast,2026-08-04T19:02:42.467493+00:00
20160212,1.042,reforecast,2026-08-04T19:02:44.911737+00:00
20160213,2.510,reforecast,2026-08-04T19:02:51.852674+00:00
20160215,1.350,reforecast,2026-08-04T19:02:54.678088+00:00
20160216,14.056,reforecast,2026-08-04T19:02:56.984418+00:00
20160217,16.411,reforecast,2026-08-04T19:02:59.444845+00:00
20160218,1.957,reforecast,2026-08-04T19:03:02.244880+00:00
20160219,0.810,reforecast,2026-08-04T19:03:04.626673+00:00
20160220,6.733,reforecast,2026-08-04T19:03:07.040015+00:00
20160222,3.254,reforecast,2026-08-04T19:03:09.687656+00:00
20160223,1.348,reforecast,2026-08-04T19:03:12.231660+00:00
20160224,1.921,reforecast,2026-08-04T19:03:20.270591+00:00
20160225,1.983,reforecast,2026-08-04T19:03:23.155725+00:00
20160226,0.926,reforecast,2026-08-04T19:03:26.546061+00:00
20160227,1.352,reforecast,2026-08-04T19:03:29.680005+00:00
20160229,0.061,reforecast,2026-08-04T19:03:32.392765+00:00
20160301,0.047,reforecast,2026-08-04T19:03:34.944877+00:00
20160302,0.187,reforecast,2026-08-04T19:03:37.400063+00:00
20160303,1.262,reforecast,2026-08-04T19:03:40.041321+00:00
20160304,1.716,reforecast,2026-08-04T19:03:42.774609+00:00
20160305,0.404,reforecast,2026-08-04T19:03:45.096085+00:00
20160307,2.233,reforecast,2026-08-04T19:03:47.738435+00:00
20160308,7.138,reforecast,2026-08-04T19:03:50.631961+00:00
20160309,16.091,reforecast,2026-08-04T19:03:53.035153+00:00
20160310,12.398,reforecast,2026-08-04T19:03:55.697581+00:00
20160311,24.496,reforecast,2026-08-04T19:03:58.165724+00:00
20160312,34.611,reforecast,2026-08-04T19:04:00.554544+00:00
20160314,10.179,reforecast,2026-08-04T19:04:03.164263+00:00
20160315,11.250,reforecast,2026-08-04T19:04:05.514664+00:00
20160316,4.640,reforecast,2026-08-04T19:04:08.244694+00:00
20160317,3.828,reforecast,2026-08-04T19:04:10.694345+00:00
20160318,4.312,reforecast,2026-08-04T19:04:13.249327+00:00
20160319,4.606,reforecast,2026-08-04T19:04:15.784810+00:00
20160321,10.043,reforecast,2026-08-04T19:04:18.190944+00:00
20160322,10.864,reforecast,2026-08-04T19:04:20.870290+00:00
20160323,6.252,reforecast,2026-08-04T19:04:23.465332+00:00
20160324,4.970,reforecast,2026-08-04T19:04:25.927847+00:00
20160328,21.139,reforecast,2026-08-04T19:04:28.401742+00:00
20160329,21.050,reforecast,2026-08-04T19:04:31.298105+00:00
20160331,9.451,reforecast,2026-08-04T19:04:33.751343+00:00
20160401,9.517,reforecast,2026-08-04T19:04:36.146046+00:00
20160402,13.681,reforecast,2026-08-04T19:04:38.644281+00:00
20160404,30.826,reforecast,2026-08-04T19:04:41.050080+00:00
20160405,38.989,reforecast,2026-08-04T19:04:43.524989+00:00
20160406,75.798,reforecast,2026-08-04T19:04:45.993180+00:00
20160407,75.316,reforecast,2026-08-04T19:04:48.422143+00:00
20160408,87.002,reforecast,2026-08-04T19:04:51.083604+00:00
20160409,55.091,reforecast,2026-08-04T19:04:53.546707+00:00
20160411,20.049,reforecast,2026-08-04T19:04:56.018429+00:00
20160412,18.467,reforecast,2026-08-04T19:04:58.295767+00:00
20160413,19.528,reforecast,2026-08-04T19:05:00.505820+00:00
20160415,17.058,reforecast,2026-08-04T19:05:02.756339+00:00
20160416,18.553,reforecast,2026-08-04T19:05:05.473735+00:00
20160418,25.774,reforecast,2026-08-04T19:05:07.747138+00:00
20160419,29.717,reforecast,2026-08-04T19:05:09.984909+00:00
20160420,28.340,reforecast,2026-08-04T19:05:12.259653+00:00
20160421,21.672,reforecast,2026-08-04T19:05:14.715496+00:00
20160422,12.723,reforecast,2026-08-04T19:05:17.684146+00:00
20160423,9.197,reforecast,2026-08-04T19:05:20.202904+00:00
20160425,14.226,reforecast,2026-08-04T19:05:22.792091+00:00
20160426,16.726,reforecast,2026-08-04T19:05:25.481382+00:00
20160427,25.168,reforecast,2026-08-04T19:05:28.070990+00:00
20160428,23.650,reforecast,2026-08-04T19:05:30.574510+00:00
20160429,18.722,reforecast,2026-08-04T19:05:33.135874+00:00
20160430,26.521,reforecast,2026-08-04T19:05:36.088437+00:00
20160502,32.627,reforecast,2026-08-04T19:05:38.714239+00:00
20160503,40.763,reforecast,2026-08-04T19:05:41.412229+00:00
20160504,49.071,reforecast,2026-08-04T19:05:44.219700+00:00
20160505,50.646,reforecast,2026-08-04T19:05:46.729268+00:00
20160506,63.808,reforecast,2026-08-04T19:05:49.499346+00:00
20160507,61.859,reforecast,2026-08-04T19:05:52.500619+00:00
20160509,72.343,reforecast,2026-08-04T19:05:54.915648+00:00
20160510,70.782,reforecast,2026-08-04T19:05:57.308259+00:00
20160511,62.202,reforecast,2026-08-04T19:06:00.077528+00:00
20160512,53.017,reforecast,2026-08-04T19:06:03.333045+00:00
20160513,89.756,reforecast,2026-08-04T19:06:05.967289+00:00
20160514,113.152,reforecast,2026-08-04T19:06:08.958148+00:00
20160517,68.803,reforecast,2026-08-04T19:06:11.760770+00:00
20160519,33.271,reforecast,2026-08-04T19:06:15.057367+00:00
20160520,18.013,reforecast,2026-08-04T19:06:18.353550+00:00
20160521,16.646,reforecast,2026-08-04T19:06:21.976497+00:00
20160523,43.782,reforecast,2026-08-04T19:06:26.239724+00:00
20160524,29.748,reforecast,2026-08-04T19:06:31.011489+00:00
20160525,19.864,reforecast,2026-08-04T19:06:35.326250+00:00
20160526,28.958,reforecast,2026-08-04T19:06:39.340201+00:00
20160527,39.951,reforecast,2026-08-04T19:06:42.267661+00:00
20160528,53.199,reforecast,2026-08-04T19:06:44.950621+00:00
20160530,77.818,reforecast,2026-08-04T19:06:48.851581+00:00
20160531,74.908,reforecast,2026-08-04T19:06:52.333764+00:00
20160601,48.421,reforecast,2026-08-04T19:06:56.010348+00:00
20160602,63.190,reforecast,2026-08-04T19:06:58.838510+00:00
20160603,83.470,reforecast,2026-08-04T19:07:01.530576+00:00
20160604,116.740,reforecast,2026-08-04T19:07:04.039282+00:00
20160606,126.484,reforecast,2026-08-04T19:07:06.592274+00:00
20160607,126.656,reforecast,2026-08-04T19:07:09.101336+00:00
20160608,140.850,reforecast,2026-08-04T19:07:11.901296+00:00
20160609,70.350,reforecast,2026-08-04T19:07:15.123945+00:00
20160610,46.409,reforecast,2026-08-04T19:07:17.974069+00:00
20160611,24.024,reforecast,2026-08-04T19:07:20.879958+00:00
20160613,64.951,reforecast,2026-08-04T19:07:23.686697+00:00
20160614,66.713,reforecast,2026-08-04T19:07:26.367832+00:00
20160615,142.371,reforecast,2026-08-04T19:07:29.089407+00:00
20160616,271.836,reforecast,2026-08-04T19:07:31.967551+00:00
20160617,125.550,reforecast,2026-08-04T19:07:34.724127+00:00
20160618,169.108,reforecast,2026-08-04T19:07:37.320254+00:00
20160620,69.450,reforecast,2026-08-04T19:07:39.804897+00:00
20160621,38.872,reforecast,2026-08-04T19:07:42.392431+00:00
20160622,38.917,reforecast,2026-08-04T19:07:45.055379+00:00
20160623,47.169,reforecast,2026-08-04T19:07:47.786686+00:00
20160624,99.254,reforecast,2026-08-04T19:07:50.635074+00:00
20160625,104.087,reforecast,2026-08-04T19:07:53.151948+00:00
20160627,146.331,reforecast,2026-08-04T19:07:55.618709+00:00
20160628,105.544,reforecast,2026-08-04T19:07:58.076550+00:00
20160629,74.136,reforecast,2026-08-04T19:08:00.650455+00:00
20160630,28.052,reforecast,2026-08-04T19:08:03.317384+00:00
20160701,35.371,reforecast,2026-08-04T19:08:05.935737+00:00
20160702,63.232,reforecast,2026-08-04T19:08:08.294817+00:00
20160704,45.383,reforecast,2026-08-04T19:08:10.827561+00:00
20160705,47.810,reforecast,2026-08-04T19:08:13.353752+00:00
20160707,83.588,reforecast,2026-08-04T19:08:15.866497+00:00
20160708,120.341,reforecast,2026-08-04T19:08:18.438609+00:00
20160709,96.570,reforecast,2026-08-04T19:08:21.294535+00:00
20160711,77.244,reforecast,2026-08-04T19:08:23.742039+00:00
20160712,85.900,reforecast,2026-08-04T19:08:26.424438+00:00
20160713,116.988,reforecast,2026-08-04T19:08:29.164712+00:00
20160714,102.008,reforecast,2026-08-04T19:08:32.336365+00:00
20160715,67.340,reforecast,2026-08-04T19:08:35.707241+00:00
20160716,42.503,reforecast,2026-08-04T19:08:38.379786+00:00
20160718,43.692,reforecast,2026-08-04T19:08:40.875311+00:00
20160719,42.930,reforecast,2026-08-04T19:08:43.478949+00:00
20160720,77.060,reforecast,2026-08-04T19:08:45.883007+00:00
20160721,80.159,reforecast,2026-08-04T19:08:48.289480+00:00
20160722,95.862,reforecast,2026-08-04T19:08:50.743347+00:00
20160723,127.837,reforecast,2026-08-04T19:08:53.127434+00:00
20160725,93.134,reforecast,2026-08-04T19:08:55.831122+00:00
20160726,63.228,reforecast,2026-08-04T19:08:58.376020+00:00
20160727,66.943,reforecast,2026-08-04T19:09:00.752092+00:00
20160728,30.950,reforecast,2026-08-04T19:09:03.122038+00:00
20160729,29.788,reforecast,2026-08-04T19:09:05.486601+00:00
20160730,20.497,reforecast,2026-08-04T19:09:07.791586+00:00
20160801,28.271,reforecast,2026-08-04T19:09:10.316382+00:00
20160802,27.827,reforecast,2026-08-04T19:09:12.648964+00:00
20160803,34.506,reforecast,2026-08-04T19:09:14.920037+00:00
20160804,31.502,reforecast,2026-08-04T19:09:17.243481+00:00
20160805,22.081,reforecast,2026-08-04T19:09:19.625847+00:00
20160806,17.642,reforecast,2026-08-04T19:09:21.894466+00:00
20160808,24.892,reforecast,2026-08-04T19:09:24.408225+00:00
20160810,33.514,reforecast,2026-08-04T19:09:26.681017+00:00
20160811,37.967,reforecast,2026-08-04T19:09:29.059900+00:00
20160812,35.510,reforecast,2026-08-04T19:09:31.435057+00:00
20160813,34.999,reforecast,2026-08-04T19:09:33.771689+00:00
20160816,33.284,reforecast,2026-08-04T19:09:36.258206+00:00
20160817,27.836,reforecast,2026-08-04T19:09:38.684212+00:00
20160818,31.342,reforecast,2026-08-04T19:09:41.149679+00:00
20160819,51.244,reforecast,2026-08-04T19:09:43.605117+00:00
20160820,37.270,reforecast,2026-08-04T19:09:45.854228+00:00
20160822,31.310,reforecast,2026-08-04T19:09:48.281960+00:00
20160823,46.361,reforecast,2026-08-04T19:09:50.662678+00:00
20160824,33.993,reforecast,2026-08-04T19:09:52.997731+00:00
20160825,46.804,reforecast,2026-08-04T19:09:55.406477+00:00
20160826,40.914,reforecast,2026-08-04T19:09:57.773186+00:00
20160827,20.197,reforecast,2026-08-04T19:09:59.996996+00:00
20160829,59.628,reforecast,2026-08-04T19:10:02.332454+00:00
20160830,87.497,reforecast,2026-08-04T19:10:04.898825+00:00
20160831,63.271,reforecast,2026-08-04T19:10:07.465656+00:00
20160901,93.048,reforecast,2026-08-04T19:10:09.859694+00:00
20160902,92.319,reforecast,2026-08-04T19:10:12.256041+00:00
20160903,20.254,reforecast,2026-08-04T19:10:15.052723+00:00
20160905,5.202,reforecast,2026-08-04T19:10:17.475259+00:00
20160906,5.619,reforecast,2026-08-04T19:10:20.349730+00:00
20160907,10.996,reforecast,2026-08-04T19:10:23.007828+00:00
20160908,25.219,reforecast,2026-08-04T19:10:26.338212+00:00
20160909,19.763,reforecast,2026-08-04T19:10:29.064566+00:00
20160910,24.337,reforecast,2026-08-04T19:10:32.485789+00:00
20160913,41.947,reforecast,2026-08-04T19:10:35.197838+00:00
20160915,10.050,reforecast,2026-08-04T19:10:37.720434+00:00
20160917,25.721,reforecast,2026-08-04T19:10:40.524468+00:00
20160919,19.550,reforecast,2026-08-04T19:10:43.313266+00:00
20160920,16.252,reforecast,2026-08-04T19:10:45.973777+00:00
20160921,23.291,reforecast,2026-08-04T19:10:48.509952+00:00
20160922,21.398,reforecast,2026-08-04T19:10:51.046519+00:00
20160923,28.401,reforecast,2026-08-04T19:10:53.492546+00:00
20160924,49.916,reforecast,2026-08-04T19:11:01.355089+00:00
20160926,44.831,reforecast,2026-08-04T19:11:03.848923+00:00
20160927,29.663,reforecast,2026-08-04T19:11:06.423470+00:00
20160928,23.724,reforecast,2026-08-04T19:11:08.910833+00:00
20160929,15.256,reforecast,2026-08-04T19:11:11.613824+00:00
20160930,3.020,reforecast,2026-08-04T19:11:14.003485+00:00
20161001,2.796,reforecast,2026-08-04T19:11:16.330685+00:00
20161003,3.277,reforecast,2026-08-04T19:11:19.488765+00:00
20161004,2.611,reforecast,2026-08-04T19:11:22.384334+00:00
20161005,5.293,reforecast,2026-08-04T19:11:24.864971+00:00
20161006,7.321,reforecast,2026-08-04T19:11:27.274795+00:00
20161007,14.532,reforecast,2026-08-04T19:11:29.743003+00:00
20161008,18.237,reforecast,2026-08-04T19:11:32.144132+00:00
20161011,81.023,reforecast,2026-08-04T19:11:34.460878+00:00
20161012,167.488,reforecast,2026-08-04T19:11:36.807887+00:00
20161013,122.572,reforecast,2026-08-04T19:11:39.145914+00:00
20161014,113.476,reforecast,2026-08-04T19:11:41.559665+00:00
20161015,105.320,reforecast,2026-08-04T19:11:44.068316+00:00
20161017,55.316,reforecast,2026-08-04T19:11:46.476979+00:00
20161018,40.987,reforecast,2026-08-04T19:11:48.954367+00:00
20161019,56.826,reforecast,2026-08-04T19:11:51.544987+00:00
20161020,69.633,reforecast,2026-08-04T19:11:54.132350+00:00
20161021,43.229,reforecast,2026-08-04T19:11:56.768582+00:00
20161022,31.420,reforecast,2026-08-04T19:11:59.246182+00:00
20161024,33.971,reforecast,2026-08-04T19:12:02.012097+00:00
20161025,68.428,reforecast,2026-08-04T19:12:05.640936+00:00
20161026,93.731,reforecast,2026-08-04T19:12:08.161768+00:00
20161027,139.746,reforecast,2026-08-04T19:12:10.668852+00:00
20161028,140.352,reforecast,2026-08-04T19:12:13.172509+00:00
20161031,105.539,reforecast,2026-08-04T19:12:15.770177+00:00
20161101,62.374,reforecast,2026-08-04T19:12:18.232601+00:00
20161102,66.847,reforecast,2026-08-04T19:12:20.637654+00:00
20161103,37.344,reforecast,2026-08-04T19:12:23.163562+00:00
